subject_id,block_num,trial_num,block_type,goal_selected,subgoal_selected,action_outcome,alien_selected,key_selected,SH_progress,BR_progress,HO_progress,SH_progress_post,BR_progress_post,HO_progress_post,G_status,S_status,M_status,C_status,G_progress_SH,M_progress_SH,C_progress_SH,S_progress_SH,G_progress_BR,S_progress_BR,C_progress_BR,M_progress_BR,G_progress_HO,S_progress_HO,C_progress_HO,M_progress_HO,G_progress_post_SH,M_progress_post_SH,C_progress_post_SH,S_progress_post_SH,G_progress_post_BR,S_progress_post_BR,C_progress_post_BR,M_progress_post_BR,G_progress_post_HO,S_progress_post_HO,C_progress_post_HO,M_progress_post_HO,G_prob,S_prob,M_prob,C_prob,goal_rt,subgoal_rt,goal_onset_jitter,action_onset_jitter,trial_start_time,resource_status_onset_time,goal_progress_onset_time,goal_onset_time,goal_probe_end_time,action_onset_time,action_end_time,action_rt,outcome_onset_time,resource_stack_onset_time,trial_end_time
0,1,7,0,SH,G,0.0,G_1,,0,1,3,1,2,3,0,0,0,3,0.0,0.0,,,0.0,0.0,1.0,,,0.0,1.0,0.0,0.3333333333333333,0.0,,,0.5,0.0,1.0,,,0.0,1.0,0.0,0.8,0.2,0.8,0.2,1815.6000000238419,920.3000000119209,,,,,,,,,,920.3000000119209,,,
0,1,8,0,SH,M,0.0,M_1,,1,2,3,2,2,4,1,0,0,3,0.3333333333333333,0.0,,,0.5,0.0,1.0,,,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,,,0.5,0.0,1.0,,,0.0,1.0,0.5,0.8,0.2,0.8,0.2,1693.199999988079,484.69999998807907,,,,,,,,,,484.69999998807907,,,
0,1,9,0,SH,G,1.0,G_1,,2,2,4,2,2,4,1,0,1,3,0.3333333333333333,0.3333333333333333,,,0.5,0.0,1.0,,,0.0,1.0,0.5,0.3333333333333333,0.3333333333333333,,,0.5,0.0,1.0,,,0.0,1.0,0.5,0.8,0.2,0.8,0.2,1215.6000000238419,611.3000000119209,,,,,,,,,,611.3000000119209,,,
0,1,10,0,SH,G,1.0,G_1,,2,2,4,3,3,4,1,0,1,3,0.3333333333333333,0.3333333333333333,,,0.5,0.0,1.0,,,0.0,1.0,0.5,0.6666666666666666,0.3333333333333333,,,1.0,0.0,1.0,,,0.0,1.0,0.5,0.8,0.2,0.8,0.2,1634.5,481.60000002384186,,,,,,,,,,481.60000002384186,,,
0,1,11,0,SH,M,1.0,M_1,,3,3,4,4,3,5,2,0,1,3,0.6666666666666666,0.3333333333333333,,,1.0,0.0,1.0,,,0.0,1.0,0.5,0.6666666666666666,0.6666666666666666,,,1.0,0.0,1.0,,,0.0,1.0,1.0,0.8,0.2,0.8,0.2,886.9000000357628,781.3999999761581,,,,,,,,,,781.3999999761581,,,
0,1,12,0,SH,G,1.0,G_1,,4,3,5,5,3,5,2,0,2,3,0.6666666666666666,0.6666666666666666,,,1.0,0.0,1.0,,,0.0,1.0,1.0,1.0,0.6666666666666666,,,1.0,0.0,1.0,,,0.0,1.0,1.0,0.8,0.2,0.8,0.2,988.3000000119209,501.10000002384186,,,,,,,,,,501.10000002384186,,,
0,1,13,0,SH,M,0.0,M_1,,5,3,5,6,3,5,3,0,2,3,1.0,0.6666666666666666,,,1.0,0.0,1.0,,,0.0,1.0,1.0,1.0,1.0,,,1.0,0.0,1.0,,,0.0,1.0,1.0,0.8,0.2,0.8,0.2,686.8999999761581,1108.5,,,,,,,,,,1108.5,,,
0,1,14,0,SH,G,0.0,G_1,,0,1,3,1,2,3,0,0,0,3,0.0,0.0,,,0.0,0.0,1.0,,,0.0,1.0,0.0,0.3333333333333333,0.0,,,0.5,0.0,1.0,,,0.0,1.0,0.0,0.8,0.2,0.8,0.2,1031.2000000476837,404.89999997615814,,,,,,,,,,404.89999997615814,,,
0,1,15,0,SH,G,1.0,G_1,,1,2,3,2,3,3,1,0,0,3,0.3333333333333333,0.0,,,0.5,0.0,1.0,,,0.0,1.0,0.0,0.6666666666666666,0.0,,,1.0,0.0,1.0,,,0.0,1.0,0.0,0.8,0.2,0.8,0.2,905.5,710.2999999523163,,,,,,,,,,710.2999999523163,,,
0,1,16,0,SH,G,1.0,G_1,,2,3,3,2,3,3,2,0,0,3,0.6666666666666666,0.0,,,1.0,0.0,1.0,,,0.0,1.0,0.0,0.6666666666666666,0.0,,,1.0,0.0,1.0,,,0.0,1.0,0.0,0.8,0.2,0.8,0.2,346.19999998807907,928.3000000119209,,,,,,,,,,928.3000000119209,,,
0,1,17,0,SH,M,1.0,M_1,,2,3,3,2,3,3,2,0,0,3,0.6666666666666666,0.0,,,1.0,0.0,1.0,,,0.0,1.0,0.0,0.6666666666666666,0.0,,,1.0,0.0,1.0,,,0.0,1.0,0.0,0.8,0.2,0.8,0.2,597.0,563.7000000476837,,,,,,,,,,563.7000000476837,,,
0,1,18,0,HO,M,1.0,M_1,,2,3,3,3,3,4,2,0,0,3,0.6666666666666666,0.0,,,1.0,0.0,1.0,,,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,,,1.0,0.0,1.0,,,0.0,1.0,0.5,0.8,0.2,0.8,0.2,244.80000001192093,612.9000000357628,,,,,,,,,,612.9000000357628,,,
0,1,19,0,BR,S,1.0,S_1,,3,3,4,3,3,4,2,0,1,3,0.6666666666666666,0.3333333333333333,,,1.0,0.0,1.0,,,0.0,1.0,0.5,0.6666666666666666,0.3333333333333333,,,1.0,0.0,1.0,,,0.0,1.0,0.5,0.8,0.2,0.8,0.2,646.8000000119209,716.1999999880791,,,,,,,,,,716.1999999880791,,,
0,1,20,0,HO,M,1.0,M_1,,3,3,4,4,3,5,2,0,1,3,0.6666666666666666,0.3333333333333333,,,1.0,0.0,1.0,,,0.0,1.0,0.5,0.6666666666666666,0.6666666666666666,,,1.0,0.0,1.0,,,0.0,1.0,1.0,0.8,0.2,0.8,0.2,2212.100000023842,729.4000000357628,,,,,,,,,,729.4000000357628,,,
0,1,21,0,SH,M,0.0,M_1,,4,3,5,5,3,5,2,0,2,3,0.6666666666666666,0.6666666666666666,,,1.0,0.0,1.0,,,0.0,1.0,1.0,0.6666666666666666,1.0,,,1.0,0.0,1.0,,,0.0,1.0,1.0,0.8,0.2,0.8,0.2,1649.2000000476837,735.0,,,,,,,,,,735.0,,,
0,1,22,0,SH,G,1.0,G_1,,5,3,5,5,3,5,2,0,3,3,0.6666666666666666,1.0,,,1.0,0.0,1.0,,,0.0,1.0,1.0,0.6666666666666666,1.0,,,1.0,0.0,1.0,,,0.0,1.0,1.0,0.8,0.2,0.8,0.2,615.3999999761581,386.0,,,,,,,,,,386.0,,,
0,1,23,0,SH,G,1.0,G_1,,5,3,5,5,3,5,2,0,3,3,0.6666666666666666,1.0,,,1.0,0.0,1.0,,,0.0,1.0,1.0,0.6666666666666666,1.0,,,1.0,0.0,1.0,,,0.0,1.0,1.0,0.8,0.2,0.8,0.2,1171.5,507.69999998807907,,,,,,,,,,507.69999998807907,,,
0,1,24,0,SH,G,0.0,G_1,,5,3,5,6,3,5,2,0,3,3,0.6666666666666666,1.0,,,1.0,0.0,1.0,,,0.0,1.0,1.0,1.0,1.0,,,1.0,0.0,1.0,,,0.0,1.0,1.0,0.8,0.2,0.8,0.2,1924.1000000238419,968.6000000238419,,,,,,,,,,968.6000000238419,,,
0,1,25,0,HO,M,1.0,M_1,,0,1,3,1,1,4,0,0,0,3,0.0,0.0,,,0.0,0.0,1.0,,,0.0,1.0,0.0,0.0,0.3333333333333333,,,0.0,0.0,1.0,,,0.0,1.0,0.5,0.8,0.2,0.8,0.2,626.6000000238419,665.8000000119209,,,,,,,,,,665.8000000119209,,,
0,1,26,0,SH,G,0.0,G_1,,1,1,4,2,2,4,0,0,1,3,0.0,0.3333333333333333,,,0.0,0.0,1.0,,,0.0,1.0,0.5,0.3333333333333333,0.3333333333333333,,,0.5,0.0,1.0,,,0.0,1.0,0.5,0.8,0.2,0.8,0.2,708.1000000238419,1009.1999999880791,,,,,,,,,,1009.1999999880791,,,
0,1,27,0,SH,M,0.0,M_1,,2,2,4,3,2,5,1,0,1,3,0.3333333333333333,0.3333333333333333,,,0.5,0.0,1.0,,,0.0,1.0,0.5,0.3333333333333333,0.6666666666666666,,,0.5,0.0,1.0,,,0.0,1.0,1.0,0.8,0.2,0.8,0.2,758.8999999761581,707.4000000357628,,,,,,,,,,707.4000000357628,,,
